講義名,開講期間,曜日・時限,講義室,URL,講義室（改良）
地圏デザイン序説(JE),第1,火2,工-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240501/240501_MM50070_ja_JP.html,全学講義棟 3-201
国際政治経済学入門,第1,火3,全学講義棟 1-304,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F11042_ja_JP.html,全学講義棟 1-302
日本近世文学演習Ⅱ,第1,火3,全学講義棟 1-204,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F560292_ja_JP.html,全学講義棟 1-204
プレゼミ　第１ターム,第1,火3,経-A401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01201_ja_JP.html,工-セミナー室8
プレゼミ　第１ターム,第1,火3,経-B302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01202_ja_JP.html,理-11番講義室
プレゼミ　第１ターム,第1,火3,経-B303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01203_ja_JP.html,理-1番講義室
プレゼミ　第１ターム,第1,火3,経-情報教育教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01204_ja_JP.html,理-2番講義室
プレゼミ　第１ターム,第1,火3,経-A302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01205_ja_JP.html,工-セミナー室5
プレゼミ　第１ターム,第1,火3,経-A303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01206_ja_JP.html,工-セミナー室6
プレゼミ　第１ターム,第1,火3,経-A304,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01207_ja_JP.html,工-セミナー室7
プレゼミ　第１ターム,第1,火3,経-B301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01208_ja_JP.html,理-10番講義室
プレゼミ　第１ターム,第1,火3,全学講義棟 1-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01209_ja_JP.html,全学講義棟 1-305
プレゼミ　第１ターム,第1,火3,経-A501,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01211_ja_JP.html,工-演習室3
プレゼミ　第１ターム,第1,火3,経-A502,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01213_ja_JP.html,工-演習室4
プレゼミ　第１ターム,第1,火3,経-A301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01214_ja_JP.html,"工-セミナー室2, 工-演習室2, 工-56"
プレゼミ　第１ターム,第1,火3,経-A402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01216_ja_JP.html,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室"
プレゼミ　第１ターム,第1,火3,全学講義棟 1-302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01217_ja_JP.html,全学講義棟 1-301
プレゼミ　第１ターム,第1,火3,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01218_ja_JP.html,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)"
マクロ経済学　第１ターム,第1,火3,オンデマンド,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A02101_ja_JP.html,全学講義棟 1-201
英語Ⅰ(General English Skills 1a)　GES 工F01　第1ターム,第1,火3,全学講義棟 2-502,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11114_ja_JP.html,"全学講義棟 2-103, 全学講義棟 3-203"
英語Ⅰ(General English Skills 1a)　GES 工F02　第1ターム,第1,火3,全学講義棟 2-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11115_ja_JP.html,全学講義棟 2-101
英語Ⅰ(General English Skills 1a)　GES 工F03　第1ターム,第1,火3,全学講義棟 2-501,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11116_ja_JP.html,全学講義棟 2-103
英語Ⅰ(General English Skills 1a)　GES 工F04　第1ターム,第1,火3,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11117_ja_JP.html,全学講義棟 1-203
英語Ⅰ(General English Skills 1a)　GES 工F05　第1ターム,第1,火3,全学講義棟 2-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11118_ja_JP.html,全学講義棟 1-403
英語Ⅰ(General English Skills 1a)　GES 工F06　第1ターム,第1,火3,全学講義棟 2-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11119_ja_JP.html,全学講義棟 2-102
英語Ⅰ(English for Specific Purposes 1a)　ESP 第1ターム　火３・木３,第1,火3,全学講義棟 2-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11405_ja_JP.html,全学講義棟 1-402
先端エレクトロニクス材料特論,第1,火3,工-セミナー室7,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32170_ja_JP.html,全学講義棟 3-101
Comparative Economic Development in Southeast AsiaⅢ,第1,火3,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC14213_ja_JP.html,理-8番講義室
管理会計論　第１ターム,第1,火4,経-A405,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A04114_ja_JP.html,工-53
行政法　第１ターム,第1,火4,経-B201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A05114_ja_JP.html,"工-54, 工学部情報工学科棟-端末演習室"
演習Ⅰ　第１ターム,第1,火4,経-A401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07126_ja_JP.html,工-52
特殊講義「金融リテラシー概論」　第１ターム,第1,火4,経-A504,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A71095_ja_JP.html,工-54
線形代数基礎　火４・木４の週２回授業,第1,火4,工-11,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_RT1003-1_ja_JP.html,全学講義棟 1-402
基礎電気回路　火４・木４の週２回授業,第1,火4,教育Ａ１１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T61170_ja_JP.html,全学講義棟 2-302
英語Ⅰ(Basic English 1a)　BE 第1ターム　火４+Eラーニング,第1,火4,全学講義棟 2-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11701_ja_JP.html,全学講義棟 1-303
英語Ⅰ(Academic Essay Writing 1a)　AEW 第1ターム　火４・木４,第1,火4,全学講義棟 2-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11604_ja_JP.html,全学講義棟 1-304
日本近世文学演習Ⅱ,第1,火4,教養学部各研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC221520_ja_JP.html,工-23
農作物栽培技術演習,第1,火4,大久保農場,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM60170_ja_JP.html,全学講義棟 1-401
Comparative Economic Development in Southeast AsiaⅢ,第1,火4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC14213_ja_JP.html,工-セミナー室5
管理会計論　第１ターム,第1,火5,経-A405,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A04114_ja_JP.html,工-32
行政法　第１ターム,第1,火5,経-B201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A05114_ja_JP.html,工-51
演習Ⅰ　第１ターム,第1,火5,経-A401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A07126_ja_JP.html,工-31
特殊講義「金融リテラシー概論」　第１ターム,第1,火5,経-A504,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A71095_ja_JP.html,工-50
機械工学・システムデザイン入門　火５・木５の週２回授業,第1,火5,工-11,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71040_ja_JP.html,全学講義棟 1-304
情報基礎　(電気電子物理)火5・木5の週２回授業,第1,火5,工-12,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_TX67110_ja_JP.html,全学講義棟 1-305
特別講義　シン・学問のすすめ～大学生の心理とアイデンティティ形成　第１ターム 火５,第1,火5,全学講義棟 1-207,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ510011_ja_JP.html,全学講義棟 1-205
先端エレクトロニクス材料特論,第1,火5,工-セミナー室7,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32170_ja_JP.html,全学講義棟 2-201
日本近世文学研究特論Ⅲ,第1,火5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC12218_ja_JP.html,工-53
初等国語科概説　第1ターム、小（国・英・算・も・家）・乳・副2年以上,第1,水1,教育Ａ１１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10010_ja_JP.html,工-12
初等体育科概説　第1ターム、小（社・音・図・体）・乳・副2年以上,第1,水1,"教育Ｃ１講義室, 第１体育館",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y22010_ja_JP.html,工-23
国際経済論　第１ターム,第1,水1,経-B201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A03100_ja_JP.html,工-演習室4
特殊講義「経済・経営数学B」　第１ターム,第1,水1,経-A405,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A71094_ja_JP.html,工-演習室3
科学技術英語　月１・水１の週２回授業,第1,水1,工-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T66210_ja_JP.html,全学講義棟 2-401
水圏防災減災工学　月１・水１の週２回授業,第1,水1,工-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76250_ja_JP.html,全学講義棟 2-402
英語Ⅱ(Academic English Skills 2a)　AES 教育S07　第1ターム,第1,水1,全学講義棟 2-501,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12121_ja_JP.html,全学講義棟 2-103
英語Ⅱ(Academic English Skills 2a)　AES 教育S08　第1ターム,第1,水1,全学講義棟 2-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12122_ja_JP.html,全学講義棟 2-101
英語Ⅱ(Academic English Skills 2a)　AES 教育S09　第1ターム,第1,水1,全学講義棟 2-502,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12123_ja_JP.html,"全学講義棟 2-103, 全学講義棟 3-203"
英語Ⅱ(Academic English Skills 2a)　AES 教育S10　第1ターム,第1,水1,全学講義棟 2-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12124_ja_JP.html,全学講義棟 1-402
英語Ⅱ(Academic English Skills 2a)　AES 教育S11　第1ターム,第1,水1,全学講義棟 2-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12125_ja_JP.html,全学講義棟 2-102
英語Ⅰ(English for Specific Purposes 1a)　ESP 第1ターム　月１・水１,第1,水1,全学講義棟 2-103,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11401_ja_JP.html,全学講義棟 1-305
英語Ⅰ(Academic Communication Skills 1a)　ACS 第1ターム　月１・水１,第1,水1,ERC（英語なんでも相談室）,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11501_ja_JP.html,全学講義棟 1-201
日本語Ⅰa(作文),第1,水1,教養学部-37,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX28115_ja_JP.html,"工-54, 工学部情報工学科棟-端末演習室"
芸術概説　第１ターム 月１・水１,第1,水1,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ102111_ja_JP.html,全学講義棟 3-203
日本文学・文化概説　第１ターム 月１・水１,第1,水1,全学講義棟 1-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ106011_ja_JP.html,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)"
市民と憲法　第１ターム 月１・水１,第1,水1,全学講義棟 1-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ202112_ja_JP.html,全学講義棟 1-304
工学と社会（環境社会デザイン系）　第１ターム 月１・水１,第1,水1,全学講義棟 1-207,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ302511_ja_JP.html,全学講義棟 1-301
健康科学　第１ターム 月１・水１,第1,水1,全学講義棟 1-206,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ305011_ja_JP.html,全学講義棟 1-207
AL1（社会課題解決型プロデューサー育成）　第１ターム 水１・水２,第1,水1,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ620041_ja_JP.html,全学講義棟 1-302
日本語D(文法) a,第1,水1,全学講義棟 3-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200108_ja_JP.html,全学講義棟 2-203
日本語C(聴解・会話) a,第1,水1,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200103_ja_JP.html,工-54
日本語B(総合) a,第1,水1,全学講義棟 1-204,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200102_ja_JP.html,全学講義棟 1-205
構造物のための数値解析(E),第1,水1,工-52,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240501/240501_MM50040_ja_JP.html,全学講義棟 2-502
算数科概説　第1ターム、小（算・理・も・家）・乳・副2年以上,第1,水2,教育Ａ２１０講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y14010_ja_JP.html,工-32
特別支援教育基礎論　第1ターム、教育実習と重なる場合履修不可,第1,水2,教育Ｃ１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y36001_ja_JP.html,工-セミナー室5
生活科概説　第1ターム、小（教・国・英）・乳・副2年以上,第1,水2,教育Ａ２１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44011_ja_JP.html,工-53
国際経済論　第１ターム,第1,水2,経-B201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A03100_ja_JP.html,経-A302
特殊講義「経済・経営数学B」　第１ターム,第1,水2,経-A405,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A71094_ja_JP.html,経-A301
微分積分学基礎Ⅰ　月２・水２の週２回授業,第1,水2,全学講義棟 3-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_RT1001-1_ja_JP.html,全学講義棟 2-202
熱力学Ⅰ　月２・水２の週２回授業,第1,水2,教育Ａ１１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71050_ja_JP.html,工-23
地圏科学Ⅱ　月２・水２の週２回授業,第1,水2,工-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76110_ja_JP.html,全学講義棟 2-502
水理学Ⅰ　月２・水２の週２回授業,第1,水2,工-55,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76230_ja_JP.html,全学講義棟 3-203
英語Ⅱ(Academic English Skills 2a)　AES 経済S04　第1ターム,第1,水2,全学講義棟 2-501,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12127_ja_JP.html,"全学講義棟 2-103, 全学講義棟 3-203"
英語Ⅱ(Academic English Skills 2a)　AES 経済S05　第1ターム,第1,水2,全学講義棟 2-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12128_ja_JP.html,全学講義棟 2-102
英語Ⅱ(Academic English Skills 2a)　AES 経済S06　第1ターム,第1,水2,全学講義棟 2-502,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12129_ja_JP.html,全学講義棟 2-201
英語Ⅱ(Academic English Skills 2a)　AES 経済S07　第1ターム,第1,水2,全学講義棟 2-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12130_ja_JP.html,全学講義棟 2-103
英語Ⅱ(Academic English Skills 2a)　AES 経済S08　第1ターム,第1,水2,全学講義棟 1-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12131_ja_JP.html,全学講義棟 1-203
AL1（文学を「批判的」に読んでみる）　第１ターム 水２,第1,水2,全学講義棟 2-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ690031_ja_JP.html,全学講義棟 1-403
AL1（社会課題解決型プロデューサー育成）　第１ターム 水１・水２,第1,水2,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ620041_ja_JP.html,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)"
英語Ⅰ(Academic Communication Skills 1a)　ACS 第1ターム　月２・水２,第1,水2,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11502_ja_JP.html,全学講義棟 1-303
英語Ⅰ(Academic Essay Writing 1a)　AEW 第1ターム 月２・水２,第1,水2,全学講義棟 2-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11601_ja_JP.html,全学講義棟 2-101
日本語Ⅰa(読解),第1,水2,全学講義棟 3-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX28111_ja_JP.html,全学講義棟 2-301
哲学概説　第１ターム 月２・水２,第1,水2,全学講義棟 1-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ100011_ja_JP.html,全学講義棟 1-207
西洋史概説　第１ターム 月２・水２,第1,水2,全学講義棟 1-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ103311_ja_JP.html,全学講義棟 1-304
アジア文学・文化概説　第１ターム 月２・水２,第1,水2,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ106111_ja_JP.html,全学講義棟 1-206
日本語C(読解) a,第1,水2,教養学部-37,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200104_ja_JP.html,理-11番講義室
日本語D(読解) a,第1,水2,全学講義棟 2-103,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200107_ja_JP.html,全学講義棟 1-402
日本語B(総合) a,第1,水2,全学講義棟 1-204,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200102_ja_JP.html,全学講義棟 1-205
日本語A(総合) a,第1,水2,全学講義棟 3-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200101_ja_JP.html,全学講義棟 2-203
構造振動論(E),第1,水2,工-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240501/240501_MM50110_ja_JP.html,全学講義棟 3-101
西洋史演習Ⅰ,第1,水3,教養学部-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F36111_ja_JP.html,工-31
プレゼミ　第１ターム,第1,水3,経-B301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01210_ja_JP.html,工-セミナー室7
プレゼミ　第１ターム,第1,水3,経-B302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01212_ja_JP.html,工-セミナー室8
プレゼミ　第１ターム,第1,水3,経-B303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A01215_ja_JP.html,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室"
国際経営論　第１ターム,第1,水3,経-B201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A03101_ja_JP.html,工-セミナー室6
